@relation comments-weka.filters.unsupervised.instance.RemovePercentage-P50.0
@attribute comment string
@attribute classification {TEST,IMPLEMENTATION,DESIGN,DEFECT,DOCUMENTATION}
@data
"'//  TODO It would be better if these were added via a separate managed view rather than hard coded. '",'DESIGN'
"'//  Shouldn\\'t really be here. Currently this goal is used by {@link #bindAllReferences} which also expects the subject to be bound '",'DESIGN'
"'//  This doesn\\'t work.   It used to because at the bottom of the hierarchy chain the object implemented methodMissing().   However our normal “decorated” classes do not do this so it is not realistic. '",'DESIGN'
"'//  TODO: This returns the wrong public type for domain objects   created with the eager APIs or added directly to the container.   This can leak internal types.   We do not currently keep track of the type used when creating   a domain object (via create) or the type of the container when   a domain object is added directly (via add). '",'DESIGN'
"'//  TODO:LPTR What happens when the property has multiple accessors in the same role but with different type? '",'DESIGN'
"'//  TODO: Should not be ignoring DEPENDENCY_ATTRIBUTE modifications after resolve'",'IMPLEMENTATION'
"'// TODO this should be a container of platforms '",'DESIGN'
"'/*      * TODO - hack to avoid classloading issues. We should use org.gradle.util.TextUtil     *     * Currently we can\\'t use it reliably because it causes CNF issues with cross version integration tests running against tooling api < 1.3.      */'",'DESIGN'
"'//  TODO: else verify that the build definition is the same '",'DESIGN'
"'//  TODO - make this lazy '",'DESIGN'
"'//  TODO should this take Object? '",'DESIGN'
"'//  Used by the Kotlin-dsl base plugin   TODO - remove this '",'DESIGN'
"'//  TODO - sources is not actual an input to binaries it\\'s an input to each binary'",'DESIGN'
"'//  TODO - mix in Groovy support using bytecode decoration instead   TODO - validate closure parameters to check they are within bounds'",'IMPLEMENTATION'
"'// TODO this class attempts to mimic the behavior of the output of mvn help:effective-pom  instead of this class we should walk the maven project object model (instead of parsing the xml!)'",'DESIGN'
"'/*      * we have a name foo.bar and an import foo.foo. This means foo.bar is possibly     * foo.foo.bar rather than foo.bar. This means to cut at the dot in foo.bar and     * foo for import      */'",'DESIGN'
"'//  TODO - remove this once the above is removed '",'DESIGN'
"'//  This is a workaround for https://github.com/gradle/gradle-private/issues/1690'",'DESIGN'
"'/*  * TODO only here because Kotlin DSL uses this. Please remove once that is fixed.  */'",'DESIGN'
"'//  Hold the lock while creating the connection. Not generally good form.   In this instance blocks other threads from creating the connection at the same time '",'DESIGN'
"'//  Currently retains strong references to types that are not loaded using a VisitableURLClassLoader   This is fine for JVM types but a problem when a custom ClassLoader is used (which should probably be deprecated instead of supported) '",'DESIGN'
"'// We might fail hard here on the assumption that something weird happened to the daemon.  However since we haven\\'t yet started running the build we can recover by just trying again... '",'DESIGN'
"'//  todo: improve configuration of reports '",'DESIGN'
"'//  TODO: Fix tests that rely on this being set before we process arguments like this...'",'TEST'
"'//  TODO: turn into Set? '",'DESIGN'
"'/*             There\\'s a potential problem here in that DisconnectableInputStream reads from input in the background.            This won\\'t automatically stop when the process is over. Therefore if input is not closed then this thread            will run forever. It would be better to ensure that this thread stops when the process does.          */'",'DESIGN'
"'//  TODO - need to do a better job of routing messages when there are multiple endpoints. This is just going to forward all queued messages to the first   waiting endpoint even if there are multiple waiting to do work '",'DESIGN'
"'//  Create test suite component   TODO - Reuse logic from Swift*Plugin   TODO - component name and extension name aren\\'t the same   TODO - should use `src/xctest/swift` as the convention?   Add the test suite and extension '",'TEST'
"'//  Do not use this. It\\'s here because some of the services this type needs are not easily accessed in certain cases and will be removed ay some point. Use one of the other methods instead '",'DESIGN'
"'//  TODO: should validate that clazz is of a non parameterized type'",'DESIGN'
"'//  Workaround for when the task is given an input file that doesn\\'t exist'",'DESIGN'
"'//  TODO: Figure out how to get rid of origin scope id in snapshot outputs step '",'DESIGN'
"'//  get rid of the ivy [] token as [ ] are not valid URI characters '",'DESIGN'
"'//  todo remove this property once configuration can handle normal file system dependencies '",'IMPLEMENTATION'
"'//  This piece of ugliness copies the JAXP (ie XML API) provider if any from the system ClassLoader. Here\\'s why:     1. When looking for a provider JAXP looks for a service resource in the context ClassLoader which is our isolated ClassLoader. If our classpath above does not contain a      provider this returns null. If it does contain a provider JAXP extracts the classname from the service resource.   2. If not found JAXP looks for a service resource in the system ClassLoader. This happens to include all the application classes specified on the classpath. If the application      classpath does not contain a provider this returns null. If it does contain a provider JAXP extracts the implementation classname from the service resource.   3. If not found JAXP uses a default classname   4. JAXP attempts to load the provider using the context ClassLoader. which is our isolated ClassLoader. This is fine if the classname came from step 1 or 3. It blows up if the      classname came from step 2.     So as a workaround locate and make visible XML parser classes from the system classloader in our isolated ClassLoader.     Note that in practise this is only triggered when running in our tests '",'DESIGN'
"'//  TODO Will be implemented without hard-coded access to `$GRADLE_USER_HOME/gradle.properties` for 5.1 in #6084 '",'IMPLEMENTATION'
"'//  TODO: This hard-codes the assumption of a \\'compile\\' configuration on the external module   Instead we should be creating an API configuration for each resolved module '",'DESIGN'
"'//  This is a legacy quirk.   Scans use this to determine that progress logging is indicating start/finish of tasks.   This can be removed in Gradle 5.0 (along with the concept of a “logging category” of an operation) '",'DESIGN'
"'//  See the comment in #taskCompleted above for why this is here and why this is a problem '",'DESIGN'
"'//  TODO: CC the special casing of virtual platform should go away if we can implement   disambiguation of variants for a _single_ component '",'IMPLEMENTATION'
"'//  TODO This should actually extend from the api dependencies but since Swift currently   requires all dependencies to be treated like api dependencies (with transitivity) we just   use the implementation dependencies here.  See https://bugs.swift.org/browse/SR-1393. '",'DESIGN'
"'//  TODO: Replace this with `JvmAssembly` once that type is public '",'DESIGN'
"'// this is not very nice might be good enough until we get rid of ResolvedConfiguration and friends  avoid traversing the graph causing the full ResolvedDependency graph to be loaded for the most typical scenario '",'DESIGN'
"'//  Not implemented - not yet required. Please implement if required '",'IMPLEMENTATION'
"'//  TODO: Extract the non-filesystem parts of the FileSystemChangeWaiter into a separate interface   This isn\\'t really tied to file system watching we just need another type of waiter. '",'DESIGN'
"'/*  * TODO: This class sources Gradle metadata files but there\\'s no corresponding ModuleComponentResolveMetadata for this metadata yet. * Because of this we will generate an empty instance (either a Ivy or Maven) based on the repository type.  */'",'DESIGN'
"'//  TODO - this isn\\'t correct assumes that a side effect is to add the element '",'DESIGN'
"'//  TODO: `classes` should be a little more tied to the classesDirs for a SourceSet so every plugin   doesn\\'t need to do this. '",'DESIGN'
"'//  This is really not cool but we cannot rely on `readAttributes` because it will   THROW AN EXCEPTION if the file is missing which is really incredibly slow just   to determine if a file exists or not. '",'DEFECT'
"'// TODO: use Twirl library instead? '",'DESIGN'
"'//  DO NOT USE THIS CONSTRUCTOR DIRECTLY   It\\'s only there for backwards compatibility with the Nebula plugin '",'DESIGN'
"'//  Groovy does something very strange here.   For some reason (probably because the class is Java) it won\\'t employ any dynamism.   Even implementing invokeMethod at the Java level has no effect. '",'DESIGN'
"'//  TODO: We should see if we can go back to using HttpClient again.   This implementation is borrowed from the Apache HttpClient project   https://github.com/apache/httpclient/blob/4.2.2/httpclient/src/main/java/org/apache/http/conn/ssl/SSLSocketFactory.java#L246-L354'",'DESIGN'
"'//  TODO Change to Set? '",'DESIGN'
"'//  TODO(daniel): Should support in a better way multi file invocation.   Override this method to have multi file invocation '",'DESIGN'
"'//  @Todo: refactor this task configuration to extend a copy task and use replace tokens '",'DESIGN'
"'//  TODO:REUSE Refactor after removing reuse   This is horrendously bad.   We need to set the platform _before_ the @Defaults rules of NativeBinaryRules assign the toolchain.   We can\\'t just assign the toolchain here because the initializer would be closing over the toolchain which is not reusable and this breaks model reuse.   So here we are just closing over the safely reusable things and then using proper dependencies for the tool chain registry.   Unfortunately we can\\'t do it in the create action because that would fire _after_ @Defaults rules.   We have to use a @Defaults rule to assign the tool chain because it needs to be there in user @Mutate rules   Or at least the file locations do so that they can be tweaked.   LD - 5/6/14 '",'DESIGN'
